symbol,arm,signal_date,entry_date,exit_signal_date,exit_date,entry_price,exit_price,ret,hold_bars,entry_bar,exit_bar,closed,base_rate,base_n
NVDA,b_20_80|none|death_cross,2018-02-12,2018-02-13,2018-02-27,2018-02-28,5.594423436273443,6.0905831790472815,0.08868827117318467,10,4796,4806,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2018-03-06,2018-03-07,2018-03-19,2018-03-20,5.8805620802642675,5.957651760642879,0.013109236723702233,9,4811,4820,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2018-04-10,2018-04-11,2018-04-20,2018-04-23,5.616431864787933,5.668810895066769,0.009326033243138632,8,4835,4843,True,0.5893518518518519,2160
NVDA,b_20_80|none|death_cross,2018-04-27,2018-04-30,2018-05-15,2018-05-16,5.608525393307064,6.028810902853696,0.07493690053506397,12,4848,4860,True,0.6080705009276438,2156
NVDA,b_20_80|none|death_cross,2018-05-25,2018-05-29,2018-06-11,2018-06-12,6.1450315432003935,6.469898714529508,0.05286664015396103,10,4868,4878,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2018-07-05,2018-07-06,2018-07-20,2018-07-23,5.9766650814098945,6.176429400386047,0.03342404438848501,11,4895,4906,True,0.5915623551228558,2157
NVDA,b_20_80|none|death_cross,2018-07-26,2018-07-27,2018-07-30,2018-07-31,6.337132824054152,6.025369068604396,-0.049196342274281935,2,4910,4912,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2018-08-03,2018-08-06,2018-08-16,2018-08-17,6.220190883311782,6.253568129968853,0.005365952152146969,9,4916,4925,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2018-08-22,2018-08-23,2018-09-05,2018-09-06,6.459269652306198,6.870962963208796,0.06373682057933716,9,4929,4938,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2018-09-17,2018-09-18,2018-09-20,2018-09-21,6.780177131055425,6.5988563179139845,-0.026742784094965888,3,4946,4949,True,0.5630484988452656,2165
NVDA,b_20_80|none|death_cross,2018-09-27,2018-09-28,2018-10-05,2018-10-08,6.746536001719056,6.59242317265542,-0.02284325304487622,6,4954,4960,True,0.5832562442183163,2162
NVDA,b_20_80|none|death_cross,2018-11-27,2018-11-28,2018-12-07,2018-12-10,3.9203270967711465,3.6102699118874186,-0.07908962115408602,7,4996,5003,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2019-02-04,2019-02-05,2019-02-19,2019-02-20,3.7058500632451805,3.907907088268035,0.054523799283426655,10,5041,5051,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2019-02-20,2019-02-21,2019-02-21,2019-02-22,3.9386119879459383,3.908897822960406,-0.007544324009694736,1,5052,5053,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2019-02-22,2019-02-25,2019-02-25,2019-02-26,4.025278463314607,3.924745387991044,-0.02497543368484867,1,5054,5055,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2019-03-11,2019-03-12,2019-03-22,2019-03-25,4.021990761412275,4.359098568846415,0.08381615658305686,9,5065,5074,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2019-04-01,2019-04-02,2019-04-12,2019-04-15,4.542275182545903,4.702153118054769,0.035197765235186695,9,5080,5089,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2019-04-23,2019-04-24,2019-04-25,2019-04-26,4.736608833155228,4.479315954390358,-0.0543200605808688,2,5095,5097,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2019-05-03,2019-05-06,2019-05-06,2019-05-07,4.35017405728094,4.409664416633841,0.013675397482850293,1,5103,5104,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2019-06-18,2019-06-19,2019-06-24,2019-06-25,3.8290492102307088,3.7933153544963494,-0.009332305168312627,4,5134,5138,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2019-06-26,2019-06-27,2019-07-02,2019-07-03,4.037747423194393,4.049164102336375,0.002827487196549461,4,5140,5144,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2019-07-12,2019-07-15,2019-07-25,2019-07-26,4.180437480835474,4.329580786563699,0.03567648276333446,9,5151,5160,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2019-08-16,2019-08-19,2019-08-27,2019-08-28,4.072737880593051,3.9888355777669298,-0.02060095819716834,7,5176,5183,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2019-09-04,2019-09-05,2019-09-16,2019-09-17,4.294121570349542,4.483153706848775,0.044021142252813616,8,5188,5196,True,0.5893518518518519,2160
NVDA,b_20_80|none|death_cross,2019-09-26,2019-09-27,2019-09-27,2019-09-30,4.363425165093212,4.292382086045168,-0.016281493634032862,1,5204,5205,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2019-09-30,2019-10-01,2019-10-02,2019-10-03,4.347031992814338,4.30281615031141,-0.010171501515520487,2,5206,5208,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2019-10-03,2019-10-04,2019-10-18,2019-10-21,4.50600817250666,4.793161508330924,0.06372676764687757,11,5209,5220,True,0.5915623551228558,2157
NVDA,b_20_80|none|death_cross,2019-10-21,2019-10-22,2019-10-22,2019-10-23,4.92580670192421,4.777015568452307,-0.030206449922969836,1,5221,5222,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2019-10-25,2019-10-28,2019-10-30,2019-10-31,5.124528046514247,5.021689363981352,-0.020067932422156876,3,5225,5228,True,0.5630484988452656,2165
NVDA,b_20_80|none|death_cross,2019-11-04,2019-11-05,2019-11-08,2019-11-11,5.228608631295536,5.160545888806701,-0.013017371788251575,4,5231,5235,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2019-11-12,2019-11-13,2019-11-14,2019-11-15,5.17545067895377,5.20898543716974,0.006479582223117397,2,5237,5239,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2019-11-22,2019-11-25,2019-12-02,2019-12-03,5.366470300704654,5.018186152052847,-0.06490004213869871,5,5245,5250,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2019-12-10,2019-12-11,2019-12-27,2019-12-30,5.3296639403915655,5.866359228302341,0.1006996489672376,12,5256,5268,True,0.6080705009276438,2156
NVDA,b_20_80|none|death_cross,2020-01-07,2020-01-08,2020-01-15,2020-01-16,5.96007489141587,6.157948519655376,0.03319985601598696,6,5274,5280,True,0.5832562442183163,2162
NVDA,b_20_80|none|death_cross,2020-01-16,2020-01-17,2020-01-21,2020-01-22,6.207168756490065,6.208659581685237,0.000240177970610711,2,5281,5283,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2020-01-23,2020-01-24,2020-01-24,2020-01-27,6.401064334103999,5.92229013718489,-0.07479602952406916,1,5285,5286,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2020-02-05,2020-02-06,2020-02-21,2020-02-24,6.26782374742976,6.716520257731246,0.0715872890467737,11,5294,5305,True,0.5915623551228558,2157
NVDA,b_20_80|none|death_cross,2020-03-04,2020-03-05,2020-03-09,2020-03-10,6.877488899423139,6.3810155877339705,-0.07218816619694013,3,5313,5316,True,0.5630484988452656,2165
NVDA,b_20_80|none|death_cross,2020-03-19,2020-03-20,2020-04-02,2020-04-03,5.447268674676942,6.316841179647941,0.1596345906368517,10,5324,5334,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2020-04-13,2020-04-14,2020-04-21,2020-04-22,6.840176949824809,6.895645491403493,0.008109226118792945,6,5340,5346,True,0.5832562442183163,2162
NVDA,b_20_80|none|death_cross,2020-04-27,2020-04-28,2020-04-28,2020-04-29,7.536630547178379,7.381670852745031,-0.020560871793213087,1,5350,5351,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2020-04-29,2020-04-30,2020-05-01,2020-05-04,7.369730999567452,6.98643138554648,-0.05200998707326887,2,5352,5354,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2020-05-07,2020-05-08,2020-05-13,2020-05-14,7.6547801034035805,7.802030552114325,0.019236404798260942,4,5358,5362,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2020-05-14,2020-05-15,2020-05-21,2020-05-22,7.849786375477367,8.780549550249997,0.1185717840271836,5,5363,5368,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2020-06-05,2020-06-08,2020-06-11,2020-06-12,8.836315791447598,9.120251596693144,0.03213282684174312,4,5378,5382,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2020-06-18,2020-06-19,2020-06-26,2020-06-29,9.199884081125418,9.12746835403248,-0.007871373862362807,6,5387,5393,True,0.5832562442183163,2162
NVDA,b_20_80|none|death_cross,2020-07-01,2020-07-02,2020-07-13,2020-07-14,9.594554582855501,10.028542714415202,0.0452327544558655,7,5396,5403,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2020-07-27,2020-07-28,2020-08-10,2020-08-11,10.326413559651314,11.022688071909158,0.06742655697796351,10,5413,5423,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2020-09-17,2020-09-18,2020-09-18,2020-09-21,12.539429199310245,11.873565272826937,-0.05310161378956024,1,5450,5451,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2020-09-21,2020-09-22,2020-09-23,2020-09-24,12.5207622481134,12.020178955986067,-0.03998025696900043,2,5452,5454,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2020-09-25,2020-09-28,2020-10-09,2020-10-12,12.984003310472113,13.929160708195548,0.07279398927456593,10,5456,5466,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2020-11-03,2020-11-04,2020-11-10,2020-11-11,13.331498827212098,12.997446446842183,-0.025057376120984354,5,5483,5488,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2020-11-27,2020-11-30,2020-12-09,2020-12-10,13.207788768463313,12.817280873329809,-0.029566485501792195,8,5500,5508,True,0.5893518518518519,2160
NVDA,b_20_80|none|death_cross,2020-12-15,2020-12-16,2020-12-23,2020-12-24,13.368552602157862,12.984849615100142,-0.028701909509320056,6,5512,5518,True,0.5832562442183163,2162
NVDA,b_20_80|none|death_cross,2020-12-30,2020-12-31,2021-01-06,2021-01-07,13.083702589161886,12.915381167862042,-0.012864968471484217,4,5522,5526,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2021-01-07,2021-01-08,2021-01-14,2021-01-15,13.308795569096715,13.174834248372443,-0.010065623145893987,5,5527,5532,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2021-01-21,2021-01-22,2021-01-27,2021-01-28,13.684778315815404,12.944018103883906,-0.054130231037459065,4,5536,5540,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2021-02-02,2021-02-03,2021-02-18,2021-02-19,13.58119621183441,14.964116101576446,0.10182607394604792,11,5544,5555,True,0.5915623551228558,2157
NVDA,b_20_80|none|death_cross,2021-03-30,2021-03-31,2021-04-14,2021-04-15,12.967662254162988,15.604934368238913,0.20337297983137126,10,5583,5593,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2021-05-07,2021-05-10,2021-05-10,2021-05-11,14.732902772330645,13.774188670983172,-0.06507299451863624,1,5610,5611,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2021-05-14,2021-05-17,2021-06-08,2021-06-09,14.1049716528706,17.455372530301904,0.23753332937393323,16,5615,5631,True,0.6259293680297398,2152
NVDA,b_20_80|none|death_cross,2021-07-21,2021-07-22,2021-08-10,2021-08-11,19.57429170526757,19.97390996272921,0.020415464502048897,14,5661,5675,True,0.617455896007428,2154
NVDA,b_20_80|none|death_cross,2021-08-20,2021-08-23,2021-09-02,2021-09-03,20.89871172530121,22.2519691858628,0.06475315217268895,9,5683,5692,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2021-09-22,2021-09-23,2021-09-28,2021-09-29,22.067576479469295,20.87149907318932,-0.05420066890411612,4,5705,5709,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2021-10-06,2021-10-07,2021-10-27,2021-10-28,21.022996605688583,24.796619505924756,0.1794997626178123,15,5715,5730,True,0.6242452392011147,2153
NVDA,b_20_80|none|death_cross,2021-11-19,2021-11-22,2021-11-23,2021-11-24,33.40735581710539,31.358084433513884,-0.06134192106704317,2,5747,5749,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2021-11-29,2021-11-30,2021-12-01,2021-12-02,33.06049048348585,31.1157068428457,-0.0588250087097647,2,5752,5754,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2021-12-07,2021-12-08,2021-12-10,2021-12-13,31.898230293439173,30.1537389247884,-0.054689283781664266,3,5758,5761,True,0.5630484988452656,2165
NVDA,b_20_80|none|death_cross,2021-12-15,2021-12-16,2021-12-16,2021-12-17,31.053897441434426,27.896873879142326,-0.10166271619354816,1,5764,5765,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2021-12-22,2021-12-23,2022-01-04,2022-01-05,29.66129326312554,28.85783647032943,-0.027087719529578114,8,5769,5777,True,0.5893518518518519,2160
NVDA,b_20_80|none|death_cross,2022-01-12,2022-01-13,2022-01-13,2022-01-14,28.289625832276567,26.217178269218586,-0.07325821752981465,1,5783,5784,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2022-02-16,2022-02-17,2022-02-17,2022-02-18,25.549285582156386,24.590316828988254,-0.0375340731185797,1,5807,5808,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2022-02-25,2022-02-28,2022-03-07,2022-03-08,23.91644455057124,21.24551054038405,-0.11167772051316027,6,5813,5819,True,0.5832562442183163,2162
NVDA,b_20_80|none|death_cross,2022-03-10,2022-03-11,2022-03-11,2022-03-14,22.953408821575593,21.80384653913913,-0.05008242093243709,1,5822,5823,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2022-03-15,2022-03-16,2022-03-30,2022-03-31,23.429984670978083,27.699226807551824,0.18221275841729012,11,5825,5836,True,0.5915623551228558,2157
NVDA,b_20_80|none|death_cross,2022-05-13,2022-05-16,2022-05-24,2022-05-25,17.4568392335923,15.972268724782303,-0.08504234294334512,7,5867,5874,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2022-05-25,2022-05-26,2022-06-09,2022-06-10,15.988225751012793,17.551272041612552,0.09776233554250058,10,5875,5885,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2022-06-22,2022-06-23,2022-06-29,2022-06-30,16.473265177528255,15.318472470620367,-0.07010102092469073,5,5893,5898,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2022-07-07,2022-07-08,2022-07-26,2022-07-27,15.387281829188536,16.984844729606653,0.10382359393636742,13,5903,5916,True,0.6129930394431554,2155
NVDA,b_20_80|none|death_cross,2022-08-15,2022-08-16,2022-08-19,2022-08-22,18.867621402461417,17.441578126782925,-0.07558150787848938,4,5930,5934,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2022-10-17,2022-10-18,2022-11-02,2022-11-03,12.313483940586105,13.01075449802835,0.05662658600982873,12,5974,5986,True,0.6080705009276438,2156
NVDA,b_20_80|none|death_cross,2022-11-04,2022-11-07,2022-11-09,2022-11-10,14.19282459299917,14.76341034070044,0.040202409602294376,3,5988,5991,True,0.5630484988452656,2165
NVDA,b_20_80|none|death_cross,2022-11-10,2022-11-11,2022-11-16,2022-11-17,15.767918688568072,15.676147926956387,-0.00582009353448909,4,5992,5996,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2022-11-30,2022-12-01,2022-12-06,2022-12-07,16.96130961638063,15.737033837548465,-0.07218049823521888,4,6005,6009,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2022-12-08,2022-12-09,2022-12-15,2022-12-16,17.121952377755747,16.826615244074834,-0.01724903370626152,5,6011,6016,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2023-01-04,2023-01-05,2023-01-30,2023-01-31,14.458873382334806,19.127499744923487,0.32289005091451983,17,6028,6045,True,0.6262203626220363,2151
NVDA,b_20_80|none|death_cross,2023-02-14,2023-02-15,2023-02-16,2023-02-17,22.49900989243005,21.58304317749563,-0.04071142327212385,2,6056,6058,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2023-02-23,2023-02-24,2023-03-07,2023-03-08,23.173513218327404,23.438907679098733,0.011452491397007325,8,6062,6070,True,0.5893518518518519,2160
NVDA,b_20_80|none|death_cross,2023-03-08,2023-03-09,2023-03-09,2023-03-10,24.125499097663184,23.36106553205838,-0.03168570990014663,1,6071,6072,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2023-03-15,2023-03-16,2023-03-27,2023-03-28,23.977802891862606,26.392847592513167,0.10072001640609707,8,6076,6084,True,0.5893518518518519,2160
NVDA,b_20_80|none|death_cross,2023-04-18,2023-04-19,2023-04-24,2023-04-25,27.304980955738124,27.02254939224183,-0.010343591301313126,4,6099,6103,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2023-04-28,2023-05-01,2023-05-04,2023-05-05,27.782996461743867,27.76902351276572,-0.0005029316761202551,4,6107,6111,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2023-05-05,2023-05-08,2023-05-12,2023-05-15,28.46359684267218,28.449626392092515,-0.0004908181723092264,5,6112,6117,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2023-05-15,2023-05-16,2023-05-23,2023-05-24,28.781944947212995,30.148138304684203,0.04746702698434202,6,6118,6124,True,0.5832562442183163,2162
NVDA,b_20_80|none|death_cross,2023-06-13,2023-06-14,2023-06-23,2023-06-26,40.74463443107391,42.37844394803587,0.04009876489935893,7,6138,6145,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2023-07-03,2023-07-05,2023-07-20,2023-07-21,42.05307299440359,45.698975360580505,0.08669764434723026,12,6151,6163,True,0.6080705009276438,2156
NVDA,b_20_80|none|death_cross,2023-07-28,2023-07-31,2023-08-02,2023-08-03,46.66309454574556,43.71483776411609,-0.06318176731162106,3,6169,6172,True,0.5630484988452656,2165
NVDA,b_20_80|none|death_cross,2023-08-14,2023-08-15,2023-08-25,2023-08-28,44.47335805342104,46.391620353475034,0.04313284141372442,9,6180,6189,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2023-08-29,2023-08-30,2023-09-05,2023-09-06,48.94865462257738,48.35080492427495,-0.012213812676001079,4,6191,6195,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2023-09-19,2023-09-20,2023-09-20,2023-09-21,43.51881278602881,41.505572228064345,-0.04626138511321687,1,6205,6206,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2023-10-31,2023-11-01,2023-11-17,2023-11-20,40.80787414060049,49.22017477900762,0.2061440546847204,13,6235,6248,True,0.6129930394431554,2155
NVDA,b_20_80|none|death_cross,2023-12-07,2023-12-08,2023-12-20,2023-12-21,46.51232056625321,48.72438912714479,0.04755876580573237,9,6261,6270,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2024-01-08,2024-01-09,2024-01-24,2024-01-25,52.30802433098523,62.23936480631996,0.18986265687445947,11,6281,6292,True,0.5915623551228558,2157
NVDA,b_20_80|none|death_cross,2024-02-23,2024-02-26,2024-03-08,2024-03-11,79.55858308487059,86.27968352904108,0.08447989121425947,10,6313,6323,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2024-03-21,2024-03-22,2024-03-27,2024-03-28,90.9835495525749,89.8445176119648,-0.012519097641402799,4,6332,6336,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2024-04-10,2024-04-11,2024-04-17,2024-04-18,87.2689793680449,84.82322924703969,-0.028025423681083628,5,6345,6350,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2024-04-23,2024-04-24,2024-04-24,2024-04-25,83.80497344877082,78.73175253009703,-0.0605360363460411,1,6354,6355,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2024-04-25,2024-04-26,2024-05-09,2024-05-10,83.67320929669376,90.14900450939767,0.07739389067463187,10,6356,6366,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2024-07-03,2024-07-05,2024-07-15,2024-07-16,127.17039258704797,128.22864817880884,0.008321556379850659,7,6403,6410,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2024-07-29,2024-07-30,2024-07-30,2024-07-31,111.33647720819822,112.71421539482289,0.01237454445453956,1,6420,6421,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2024-07-31,2024-08-01,2024-08-22,2024-08-23,117.33660563582859,125.65288601497598,0.07087541295474487,16,6422,6438,True,0.6259293680297398,2152
NVDA,b_20_80|none|death_cross,2024-09-11,2024-09-12,2024-09-27,2024-09-30,116.65770972299038,118.12541254893574,0.01258127584906732,12,6451,6463,True,0.6080705009276438,2156
NVDA,b_20_80|none|death_cross,2024-10-04,2024-10-07,2024-10-15,2024-10-16,124.79500006476454,133.7709642153392,0.07192567126821126,7,6468,6475,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2024-11-06,2024-11-07,2024-11-15,2024-11-18,146.1616297903136,139.28235565663965,-0.04706621117692178,7,6491,6498,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2024-12-03,2024-12-04,2024-12-10,2024-12-11,141.77847337465352,137.15514511831444,-0.03260952206843004,5,6509,6514,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2024-12-20,2024-12-23,2024-12-31,2025-01-02,136.07677163513355,135.79717669922962,-0.0020546852526279746,6,6522,6528,True,0.5832562442183163,2162
NVDA,b_20_80|none|death_cross,2025-01-02,2025-01-03,2025-01-07,2025-01-08,139.80120658589456,142.36736432306787,0.01835576244184023,3,6529,6532,True,0.5630484988452656,2165
NVDA,b_20_80|none|death_cross,2025-01-21,2025-01-22,2025-01-27,2025-01-28,144.44429795506818,121.62833781559046,-0.15795680731249784,4,6540,6544,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2025-02-06,2025-02-07,2025-02-21,2025-02-24,129.02729180363133,136.35635785611953,0.05680244814905078,10,6552,6562,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2025-03-12,2025-03-13,2025-03-26,2025-03-27,116.86621875800482,111.19416561141583,-0.048534582592546505,10,6575,6585,True,0.5963855421686747,2158
NVDA,b_20_80|none|death_cross,2025-04-08,2025-04-09,2025-04-17,2025-04-21,98.75160385221358,98.63177356997639,-0.0012134515042055982,7,6594,6601,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2025-04-25,2025-04-28,2025-05-20,2025-05-21,109.53649064316203,132.87378601013486,0.21305498496385966,17,6606,6623,True,0.6262203626220363,2151
NVDA,b_20_80|none|death_cross,2025-06-03,2025-06-04,2025-06-13,2025-06-16,141.99101618842522,143.159329390418,0.008228078320408727,8,6632,6640,True,0.5893518518518519,2160
NVDA,b_20_80|none|death_cross,2025-06-18,2025-06-20,2025-06-20,2025-06-23,145.2565234707711,142.31046402404658,-0.02028177032143641,1,6643,6644,True,0.5440701430549146,2167
NVDA,b_20_80|none|death_cross,2025-06-24,2025-06-25,2025-07-01,2025-07-02,149.0714619384952,152.77650803107835,0.02485416084610348,5,6646,6651,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2025-07-24,2025-07-25,2025-07-31,2025-08-01,173.37908037175941,173.85844036702034,0.002764808731440249,5,6667,6672,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2025-08-08,2025-08-11,2025-08-15,2025-08-18,181.80784410502207,180.359785616326,-0.007964774544378717,5,6678,6683,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2025-08-25,2025-08-26,2025-08-29,2025-09-02,179.82049655621498,169.77387989783634,-0.055870253117880186,4,6689,6693,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2025-09-10,2025-09-11,2025-09-17,2025-09-18,179.45113345293117,173.7583871307785,-0.03172310039293147,5,6700,6705,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2025-09-18,2025-09-19,2025-09-24,2025-09-25,175.54609885389235,174.2577508730865,-0.007339086366585312,4,6706,6710,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2025-09-29,2025-09-30,2025-10-06,2025-10-07,181.848063160254,185.99277739696944,0.022792182466430333,5,6713,6718,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2025-10-08,2025-10-09,2025-10-10,2025-10-13,191.9851285494953,187.73056363822363,-0.022160908729838447,2,6720,6722,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2025-10-23,2025-10-24,2025-11-04,2025-11-05,183.60580497197222,198.51681234435117,0.08121206938231151,8,6731,6739,True,0.5893518518518519,2160
NVDA,b_20_80|none|death_cross,2025-11-24,2025-11-25,2025-12-11,2025-12-12,174.68719385821646,180.88937065842447,0.03550447324285244,12,6753,6765,True,0.6080705009276438,2156
NVDA,b_20_80|none|death_cross,2025-12-19,2025-12-22,2026-01-05,2026-01-06,183.6959478478248,190.2879203285983,0.035885236217808814,9,6771,6780,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2026-01-15,2026-01-16,2026-01-20,2026-01-21,188.84966224271636,178.8318922054109,-0.053046269282866265,2,6788,6790,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2026-01-21,2026-01-22,2026-02-02,2026-02-03,184.52493568425237,186.01312186532803,0.008064959760355483,8,6791,6799,True,0.5893518518518519,2160
NVDA,b_20_80|none|death_cross,2026-02-09,2026-02-10,2026-02-26,2026-02-27,191.1468699498802,181.0292033274304,-0.052931374838116385,12,6804,6816,True,0.6080705009276438,2156
NVDA,b_20_80|none|death_cross,2026-03-10,2026-03-11,2026-03-18,2026-03-19,185.6935753620157,177.80276430906588,-0.04249372137709362,6,6824,6830,True,0.5832562442183163,2162
NVDA,b_20_80|none|death_cross,2026-03-31,2026-04-01,2026-04-23,2026-04-24,175.79511913229018,199.72721882416832,0.1361363148761181,16,6839,6855,True,0.6259293680297398,2152
NVDA,b_20_80|none|death_cross,2026-05-07,2026-05-08,2026-05-18,2026-05-19,212.7820061205359,219.36432694236115,0.030934574505780965,7,6865,6872,True,0.5890791300323924,2161
NVDA,b_20_80|none|death_cross,2026-06-01,2026-06-02,2026-06-05,2026-06-08,226.91551751623658,210.17999267578125,-0.07375222736478493,4,6881,6885,True,0.5730129390018485,2164
NVDA,b_20_80|none|death_cross,2026-06-15,2026-06-16,2026-06-23,2026-06-24,211.17999267578125,200.1199951171875,-0.05237237400407457,5,6891,6896,True,0.5755894590846047,2163
NVDA,b_20_80|none|death_cross,2026-06-30,2026-07-01,2026-07-02,2026-07-06,196.1999969482422,194.4199981689453,-0.009072369046807083,2,6901,6903,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2026-07-06,2026-07-07,2026-07-17,2026-07-20,192.3699951171875,205.8699951171875,0.07017726434819571,9,6904,6913,True,0.5891616489115331,2159
NVDA,b_20_80|none|death_cross,2026-07-22,2026-07-23,2026-07-24,2026-07-27,209.4600067138672,208.1999969482422,-0.006015514777225395,2,6916,6918,True,0.5480147737765466,2166
NVDA,b_20_80|none|death_cross,2026-08-03,2026-08-04,2026-08-17,2026-08-18,211.3000030517578,220.4499969482422,0.04330333064047842,10,6924,6934,True,0.5963855421686747,2158
AAPL,b_20_80|none|death_cross,2018-01-04,2018-01-05,2018-01-22,2018-01-23,40.507963753798975,41.40950464867814,0.02225589270195316,11,9347,9358,True,0.6119610570236439,2157
