ticker,days,median_dollar_volume,half_spread_bps,zero_volume_share,participation,cap_tier,fail_participation,fail_dollar_volume,fail_zero_volume,dropped,fail_history
CWST,4184,5027876.099491119,27.48718297900946,0.0,0.00012729032842809622,small,False,False,False,False,False
CWT,4184,6945191.857147217,15.729179461390855,0.0,9.215008212356055e-05,small,False,False,False,False,False
CXM,1297,12933013.67073059,23.840284261518324,0.0,4.948575918143649e-05,small,False,False,False,False,False
CXW,4184,12749045.92704773,16.778405999302084,0.0,5.019983484742246e-05,small,False,False,False,False,False
CZR,2997,95723035.62927246,27.08824110041918,0.0,6.6859559539948984e-06,small,False,False,False,False,False
DAN,4184,23093745.082569122,5.371759447824815,0.0,2.7713131746789057e-05,small,False,False,False,False,False
DAVE,1338,4141156.813796997,17.011811592800036,0.011210762331838564,0.0001545461881249526,small,False,False,True,True,False
DBD,759,8096508.180618286,22.79414872813911,0.0,7.904642170708295e-05,small,False,False,False,True,True
DCH,4184,17775615.962791443,8.73788429309317,0.0,3.600437820774656e-05,small,False,False,False,False,False
DCOM,4184,968219.5868492126,21.96083772150923,0.0,0.000661007078035565,small,False,True,False,True,False
DEA,2902,7030860.646057129,17.559074708765735,0.0,9.102726283714764e-05,small,False,False,False,False,False
DEI,4184,19096011.95936203,12.263137468869678,0.0,3.351485123501051e-05,small,False,False,False,False,False
DFH,1403,6865231.7180633545,21.65026143511324,0.0,9.322336467042668e-05,small,False,False,False,False,False
DFIN,2490,6210035.473537445,13.982094599312118,0.0,0.00010305899261400426,small,False,False,False,False,False
DGII,4184,1443640.0048732758,28.97218062730832,0.0,0.0004433238188464997,small,False,False,False,False,False
DIOD,4184,10237202.96869278,17.504799543091146,0.0,6.251707638866162e-05,small,False,False,False,False,False
DLX,4184,7045991.829490662,15.62431670738177,0.0,9.083178287566424e-05,small,False,False,False,False,False
DMC,4184,4711919.2902565,16.19324861498959,0.0,0.00013582575604030787,small,False,False,False,False,False
DNOW,3083,12870116.801834106,18.950198220179146,0.0,4.97275984246541e-05,small,False,False,False,False,False
DORM,4184,9730602.067565918,24.745896741621564,0.0,6.577188087191959e-05,small,False,False,False,False,False
DRH,4184,14423050.534534454,16.402806981099012,0.0,4.437341451918152e-05,small,False,False,False,False,False
DV,1341,29417741.441345215,24.389640240598297,0.0,2.1755579070407864e-05,small,False,False,False,False,False
DXC,4184,47597906.35728836,8.482463316833654,0.0,1.3445969560003576e-05,small,False,False,False,False,False
DXPE,4184,3004803.987121582,24.799247520071443,0.0,0.00021299226263776384,small,False,False,False,False,False
EAT,4184,42265079.6538353,15.87146832096359,0.0,1.5142524401747434e-05,small,False,False,False,False,False
EBC,1469,13429307.043647766,17.84026840938125,0.0,4.765696382694059e-05,small,False,False,False,False,False
ECG,455,42801529.44030762,4.414002223583717,0.0,1.4952736698172538e-05,small,False,False,False,True,True
ECPG,4184,7985432.1924209595,23.756632235600147,0.0,8.014594383600544e-05,small,False,False,False,False,False
EFC,3991,1122088.0775928497,12.568900867924944,0.0,0.0005703652082044707,small,False,False,False,False,False
EFOR,4184,15326067.414093018,14.04214577647382,0.0,4.1758918495392424e-05,small,False,False,False,False,False
EGBN,4184,4114510.655403137,21.63846889913601,0.0,0.00015554705130233602,small,False,False,False,False,False
EIG,4184,3293600.8200645447,15.198990778729454,0.0,0.0001943162013141161,small,False,False,False,False,False
EMN,4184,66814664.070129395,4.426431976490383,0.0,9.57873558008537e-06,small,False,False,False,False,False
ENOV,4184,25916381.859291077,10.65518993897518,0.0,2.469480514196694e-05,small,False,False,False,False,False
ENPH,3619,52046775.0,39.650047118925634,0.0,1.2296631251407988e-05,small,False,False,False,False,False
ENR,2815,18857068.100738525,14.092690715777863,0.0,3.3939528487725765e-05,small,False,False,False,False,False
ENVA,2959,7161725.842666626,19.194377840271613,0.0,8.936393462412963e-05,small,False,False,False,False,False
EPAC,4184,11031639.156341553,8.834535511539128,0.0,5.801495053725494e-05,small,False,False,False,False,False
EPAM,3655,55063520.18737793,15.033614067386505,0.0,1.1622940157514766e-05,small,False,False,False,False,False
EPC,4184,23288966.439437866,12.311734733192015,0.0,2.74808245211009e-05,small,False,False,False,False,False
EPRT,2053,18883629.607772827,18.892243011261588,0.0,3.3891789517867104e-05,small,False,False,False,False,False
ESE,4184,5367320.473861694,12.772271971724873,0.0,0.00011924013166658019,small,False,False,False,False,False
ESI,3227,24448629.32281494,7.778027293220723,0.013634955066625348,2.6177336633050655e-05,small,False,False,True,True,False
ETSY,2855,177894174.70092773,20.13446565702884,0.0,3.5976445045261076e-06,small,False,False,False,False,False
EVTC,3361,9067007.973861694,16.613157821386803,0.0,7.05855781581959e-05,small,False,False,False,False,False
EXTR,4184,7792993.550252914,29.08455535815786,0.0,8.212505192940002e-05,small,False,False,False,False,False
EYE,2215,23244395.571899414,31.248734799520584,0.0,2.7533518693585992e-05,small,False,False,False,False,False
EZPW,4184,4426404.067993164,28.248883150375224,0.0,0.0001445868904350077,small,False,False,False,False,False
FA,1297,7080126.878261566,21.792458056182298,0.0,9.039386030849545e-05,small,False,False,False,False,False
FBK,2496,4028270.4750061035,18.446870635015483,0.0,0.00015887711710793956,small,False,False,False,False,False
FBNC,4184,2110160.565185547,23.28409420443987,0.0,0.00030329445567272494,small,False,False,False,False,False
FBP,4184,7467819.583058357,25.376857466957507,0.0,8.570105274796898e-05,small,False,False,False,False,False
FBRT,1215,3587659.730911255,17.45316876895648,0.0,0.00017838926988693042,small,False,False,False,True,True
FCF,4184,3601546.41456604,16.42103195187485,0.0,0.00017770144441609683,small,False,False,False,False,False
FCPT,2710,8064500.602912903,16.392427507036874,0.0,7.936015278724532e-05,small,False,False,False,False,False
FELE,4184,6663144.962310791,15.6166056420449,0.0,9.605073934607102e-05,small,False,False,False,False,False
FFBC,4184,4390419.314956665,21.21263719515722,0.0,0.00014577195344866895,small,False,False,False,False,False
FG,939,4122234.9227905273,12.803544141616841,0.0,0.0001552555863475037,small,False,False,False,True,True
FHB,2525,13488202.573776245,14.355729974017367,0.0,4.7448872190301146e-05,small,False,False,False,False,False
FIBK,4129,4179071.2547302246,20.816603861187343,0.0,0.00015314407460164604,small,False,False,False,False,False
FIVN,3114,39144609.86175537,28.351938661792005,0.0,1.6349632867979755e-05,small,False,False,False,False,False
FIZZ,4184,5633076.250457764,27.718458597135065,0.0002390057361376673,0.00011361465237542122,small,False,False,False,False,False
FLO,4184,17081901.09217167,12.894595393487442,0.0,3.7466555774245795e-05,small,False,False,False,False,False
FMC,4184,55243026.17034912,9.426978652463156,0.0,1.1585172724362999e-05,small,False,False,False,False,False
FORM,4184,7618821.03536129,23.594202481936225,0.0,8.400249815943482e-05,small,False,False,False,False,False
FOXF,3279,13075391.967773438,25.919128988788803,0.0,4.8946907410301014e-05,small,False,False,False,False,False
FRPT,2963,27121933.41064453,34.41423661731801,0.0,2.3597137796556183e-05,small,False,False,False,False,False
FSS,4184,5315903.725814819,15.879929160034527,0.0,0.00012039345199049878,small,False,False,False,False,False
FTDR,1995,23318388.092803955,26.97976562903994,0.0,2.7446150971194433e-05,small,False,False,False,False,False
FTRE,798,21196024.498081207,47.20388326854192,0.0012531328320802004,3.019434139915892e-05,small,False,False,False,True,True
FUL,4184,13270740.620040894,10.19125826734649,0.0,4.822639657605092e-05,small,False,False,False,False,False
FULT,4184,10165281.903648376,18.3234791814388,0.0,6.295939513200321e-05,small,False,False,False,False,False
FUN,4184,7206370.189857483,18.768693687623333,0.0,8.881031408860457e-05,small,False,False,False,False,False
GBX,4184,10796910.131645203,17.493175197142037,0.0,5.927621812134863e-05,small,False,False,False,False,False
GEO,4184,12545692.80910492,17.535264609246397,0.0,5.10135239032416e-05,small,False,False,False,False,False
GFF,4184,2367569.1898822784,19.201115222979567,0.0,0.0002703194494737543,small,False,False,False,False,False
GIII,4184,12447966.320037842,20.240028160313045,0.0,5.141402085654538e-05,small,False,False,False,False,False
GKOS,2806,25475647.93624878,23.658551175044575,0.0,2.512203032486397e-05,small,False,False,False,False,False
GNL,2823,4914147.536087036,17.027942447666636,0.0,0.00013023622007686192,small,False,False,False,False,False
GNW,4184,27003138.494229317,22.502752409986265,0.0,2.370094869293696e-05,small,False,False,False,False,False
GO,1803,29813783.280944824,30.838519669770232,0.0,2.1466581210746558e-05,small,False,False,False,False,False
GOLF,2466,10261278.995132446,17.183187313862728,0.0,6.237039264828402e-05,small,False,False,False,False,False
GPI,4184,19463021.27456665,17.469317232481362,0.0,3.2882870083295934e-05,small,False,False,False,False,False
GPOR,1322,23621396.47102356,19.74201992622102,0.0,2.7094079758793684e-05,small,False,False,False,False,False
GRBK,4184,1335675.3599671125,38.17265872162987,0.0,0.00047915834878900385,small,False,False,False,False,False
GSHD,2091,13964508.504104614,32.62599260897952,0.0,4.5830470854873524e-05,small,False,False,False,False,False
GT,4184,59227902.2026062,10.01932151944465,0.0,1.0805717849176805e-05,small,False,False,False,False,False
GTES,2155,10441759.822177887,14.893590289796158,0.0,6.12923502263158e-05,small,False,False,False,False,False
GTM,1562,82500134.8710537,27.616540912004098,0.0,7.757563075506593e-06,small,False,False,False,False,False
GTY,4184,2376228.042984009,16.730250334618155,0.0,0.0002693344192657131,small,False,False,False,False,False
GVA,4184,10304887.246131897,16.152920022089116,0.0,6.210645344423678e-05,small,False,False,False,False,False
HAFC,4184,2276418.4301376343,24.481405341271028,0.0,0.00028114339241283733,small,False,False,False,False,False
HASI,3357,10143843.693351746,16.11122033650991,0.0,6.309245482749844e-05,small,False,False,False,False,False
HAYW,1368,20969567.508411407,15.6119508492827,0.0,3.0520419638758894e-05,small,False,False,False,False,False
HCC,2352,20096208.953475952,22.937235839292864,0.0,3.184680262240715e-05,small,False,False,False,False,False
HCI,4184,3008657.7602386475,23.789008751772332,0.0040630975143403445,0.00021271944202428495,small,False,False,False,False,False
HCSG,4184,8477089.820766449,21.944447122024986,0.0,7.549760749640553e-05,small,False,False,False,False,False
HE,4184,11883012.08744049,12.801859345521837,0.0,5.385839846754301e-05,small,False,False,False,False,False
HFWA,4184,1952344.6533203125,22.425395947369836,0.0,0.0003278109727765357,small,False,False,False,False,False
HIW,4184,16737944.148731232,13.45115470614373,0.0,3.823647601599347e-05,small,False,False,False,False,False
HLIT,4184,4389541.576886177,30.24372871350694,0.0,0.00014580110218570907,small,False,False,False,False,False
HLX,4184,13084828.728604317,15.34405852612031,0.0,4.8911606966693946e-05,small,False,False,False,False,False
HMN,4184,4209143.44291687,13.38218384821738,0.0,0.00015204993811199032,small,False,False,False,False,False
HNI,4184,5044758.322811127,12.424460053662226,0.0,0.0001268643528682199,small,False,False,False,False,False
HOPE,4184,5230395.45955658,21.696577927985096,0.0,0.00012236168468497747,small,False,False,False,False,False
HP,4184,46176581.675338745,11.921966932516776,0.0,1.3859839268739137e-05,small,False,False,False,False,False
HRMY,1509,16071351.876831055,42.1179283215301,0.0,3.982241225908589e-05,small,False,False,False,False,False
HSTM,4184,2499041.671180725,26.170333483948536,0.0,0.0002560981705029426,small,False,False,False,False,False
HTH,4184,6519845.476150513,12.56301172643724,0.0,9.816183563569252e-05,small,False,False,False,False,False
HTLD,4184,5690403.934669495,22.338548045030517,0.0,0.00011247004735476163,small,False,False,False,False,False
HTO,4184,3532056.3648223877,22.057795318192337,0.0002390057361376673,0.00018119756139061018,small,False,False,False,False,False
HUBG,4184,11094179.556274414,18.92057064805444,0.0,5.768790713667891e-05,small,False,False,False,False,False
HWKN,4184,1164696.957397461,27.775692966501364,0.0002390057361376673,0.0005494991602194042,small,False,False,False,False,False
HZO,4184,4809509.906291962,25.903461936260676,0.0,0.00013306969160469564,small,False,False,False,False,False
IART,4184,16077530.760383606,20.766780051439415,0.0,3.9807107791515724e-05,small,False,False,False,False,False
IBP,3149,13857686.654663086,20.479895145397286,0.0,4.618375461568408e-05,small,False,False,False,False,False
ICHR,2437,8817159.894561768,16.61246583812232,0.0,7.258573142069682e-05,small,False,False,False,False,False
ICUI,4184,18883415.924072266,22.799355986974387,0.0,3.3892173035501414e-05,small,False,False,False,False,False
IIPR,2443,14948642.407226562,23.01890497787935,0.0,4.2813252372041984e-05,small,False,False,False,False,False
INDB,4184,4949756.906890869,19.845017061370747,0.0,0.00012929927914419708,small,False,False,False,False,False
INDV,2929,8250.0,0.0,0.22396722430863775,0.07757575757575758,small,True,True,True,True,False
INSP,2087,50958552.33459473,26.347750988482957,0.0,1.2559226482686342e-05,small,False,False,False,False,False
INSW,2453,5603458.639907837,14.902896628357894,0.0008153281695882593,0.00011421517336487853,small,False,False,False,False,False
INVA,4184,9694574.980068207,27.87705856908171,0.0007170172084130019,6.601630306803788e-05,small,False,False,False,False,False
INVX,4184,16418182.29227066,13.269411341670944,0.0,3.898117273928057e-05,small,False,False,False,False,False
IOSP,4184,5972121.3260650635,20.86159207145867,0.0,0.00010716460116219472,small,False,False,False,False,False
IPAR,4184,3813634.0733528137,24.375090354887057,0.0,0.0001678189327266353,small,False,False,False,False,False
IRDM,4184,11936557.016181946,24.745119826989352,0.0,5.361680081889408e-05,small,False,False,False,False,False
ITGR,4184,9701176.582336426,16.235792599902748,0.0,6.597137930313425e-05,small,False,False,False,False,False
ITRI,4184,17178089.823150635,19.887404872662813,0.0,3.725676175807873e-05,small,False,False,False,False,False
IVT,3140,0.0,0.0,0.5063694267515924,inf,small,True,True,True,True,False
JBGS,2295,13587198.644638062,14.259029085636303,0.0,4.7103160610120634e-05,small,False,False,False,False,False
JBLU,4184,83288337.2841835,16.756789677141512,0.0,7.684149076194085e-06,small,False,False,False,False,False
JBSS,4184,2529540.2282714844,25.268830881918372,0.0,0.0002530104059413724,small,False,False,False,False,False
JBTM,4184,11996744.250488281,14.027988560708684,0.0,5.334780725811932e-05,small,False,False,False,False,False
JJSF,4184,7255376.556396484,23.167715928479993,0.0,8.821044573293212e-05,small,False,False,False,False,False
JOE,4184,7154954.221725464,16.735132620472037,0.0,8.9448510803422e-05,small,False,False,False,False,False
JXN,1248,40548554.920578,11.643638032528575,0.0,1.578354644829047e-05,small,False,False,False,True,True
KAI,4184,3803640.5433654785,19.157273374060058,0.0,0.00016825985334400844,small,False,False,False,False,False
KALU,4184,7677583.6055755615,22.587675914602233,0.0,8.335956114306898e-05,small,False,False,False,False,False
KFY,4184,10319743.725013733,12.239626900402056,0.0,6.201704393576385e-05,small,False,False,False,False,False
KGS,790,27140017.493247986,13.770340538284328,0.0,2.358141442463042e-05,small,False,False,False,True,True
KLIC,4184,10801464.135169983,15.588356412393697,0.0,5.925122668473577e-05,small,False,False,False,False,False
KMPR,4184,8788003.509140015,12.867519515614045,0.0,7.282655262191967e-05,small,False,False,False,False,False
KMT,4184,18864038.6469841,5.644059658891968,0.0,3.392698732104858e-05,small,False,False,False,False,False
KMX,4184,104554410.98327637,9.818198956846132,0.0,6.121214724287136e-06,small,False,False,False,False,False
KN,3148,13291960.692024231,11.40546350624237,0.0,4.8149405104999184e-05,small,False,False,False,False,False
KNTK,1952,4810254.824447632,35.999566776503336,0.0,0.00013304908437433813,small,False,False,False,False,False
KOP,4184,3502258.423805237,17.08370273459463,0.0,0.00018273922782221022,small,False,False,False,False,False
KRMN,382,97312425.93860626,29.81253764500034,0.0,6.576755165920656e-06,small,False,False,False,True,True
KSS,4184,97886546.93026543,13.036180179641786,0.0,6.5381813954060234e-06,small,False,False,False,False,False
KTB,1820,21589499.730682373,16.272523618979005,0.0,2.9644040296610046e-05,small,False,False,False,False,False
KWR,4184,7754878.762817383,20.365595451484882,0.0,8.252869188215201e-05,small,False,False,False,False,False
LAUR,2402,7781581.1855793,22.132835380136903,0.0,8.224549545098079e-05,small,False,False,False,False,False
LAZ,4184,18321167.501068115,12.23078699557938,0.0,3.493227164495321e-05,small,False,False,False,False,False
LBRT,2164,23735784.304237366,23.227755964751918,0.0,2.696350757980834e-05,small,False,False,False,False,False
LCII,4184,10090059.06829834,16.83673872422894,0.0,6.3428766439118e-05,small,False,False,False,False,False
LEG,4184,24352209.987449646,6.616872822674034,0.0,2.6280982314534723e-05,small,False,False,False,False,False
LEU,4184,1950477.7060089111,61.03421765828816,0.0004780114722753346,0.00032812474504493314,small,False,False,False,False,False
LFST,1306,7745118.597698212,42.71938704644539,0.0,8.26326920533151e-05,small,False,False,False,False,False
LGIH,3215,17484734.45892334,25.015142246467796,0.0,3.660335828968657e-05,small,False,False,False,False,False
LIF,554,31885192.45109558,0.0,0.0,2.0072013081985003e-05,small,False,False,False,True,True
LGND,4184,17424107.38419342,34.165502250608405,0.0,3.6730719450259305e-05,small,False,False,False,False,False
LKFN,4184,2530274.301671982,19.918085737163285,0.0,0.0002529370035403252,small,False,False,False,False,False
LKQ,4184,50161976.03330612,13.479652246334082,0.0,1.27586680312406e-05,small,False,False,False,False,False
LMAT,4184,2626795.6926345825,30.266212291192705,0.0016730401529636712,0.00024364285421760488,small,False,False,False,False,False
LNC,4184,61474692.32339859,2.7856885345340374,0.0,1.0410788176590876e-05,small,False,False,False,False,False
LNN,4184,7810565.614700317,19.943734091858737,0.0,8.194028852346516e-05,small,False,False,False,False,False
LPG,3091,2151926.416158676,18.904687193651714,0.0,0.00029740793885621805,small,False,False,False,False,False
LQDA,2029,3039239.9101257324,62.39023721239361,0.0,0.00021057896675669916,small,False,False,False,False,False
LQDT,4184,2399912.0043754578,35.24194458707406,0.0,0.0002666764443167785,small,False,False,False,False,False
LRN,4184,7688574.54662323,25.565104408858783,0.0,8.324039730889826e-05,small,False,False,False,False,False
LTC,4184,5262117.238998413,13.60113929157879,0.0,0.00012162404806507448,small,False,False,False,False,False
LTH,1223,16606032.444763184,15.08530158491778,0.0,3.854021134360893e-05,small,False,False,False,True,True
LUMN,4184,83105762.12325096,9.214957919671203,0.0,7.701030393666814e-06,small,False,False,False,False,False
LW,2457,79508276.72195435,14.191615402486981,0.0,8.049476436750377e-06,small,False,False,False,False,False
LXP,4184,9489233.445396423,14.982935453425881,0.0,6.744485776250847e-05,small,False,False,False,False,False
LYFT,1860,215530139.77088928,7.956044875411318,0.0,2.9694222844207613e-06,small,False,False,False,False,False
LZ,1292,13218815.50769806,21.043827099528627,0.0,4.8415835717450785e-05,small,False,False,False,False,False
LZB,4184,8134610.896492004,14.088671383319358,0.0,7.867616633955972e-05,small,False,False,False,False,False
MAC,4184,30579154.848384857,12.529861617129882,0.0,2.0929290007300637e-05,small,False,False,False,False,False
MAN,4184,31410088.90724182,7.3617785682172965,0.0,2.0375618862143474e-05,small,False,False,False,False,False
MARA,3595,1171039.9570465088,26.782409401640535,0.048678720445062586,0.0005465227690557632,small,False,False,True,True,False
MATW,4184,3433832.1393966675,20.755383685275635,0.0,0.00018638068898512014,small,False,False,False,False,False
MATX,4184,7818980.4568042755,13.972638848601276,0.0,8.18521038050499e-05,small,False,False,False,False,False
MBC,927,12908814.210891724,16.533018012918692,0.0,4.957852747311247e-05,small,False,False,False,True,True
MBGL,40,92796261.22598648,67.04823719112815,0.0,6.89682958714694e-06,small,False,False,False,True,True
MBIN,2215,1668658.4907531738,29.531782161801672,0.0,0.00038354163152409126,small,False,False,False,False,False
MC,3106,13003822.795963287,18.506190512620584,0.0,4.921629662614843e-05,small,False,False,False,False,False
MCRI,4184,1527880.0199508667,25.669993867163324,0.0,0.0004188810584882058,small,False,False,False,False,False
MCY,4184,6564648.431587219,12.820934161751795,0.0,9.749189262299291e-05,small,False,False,False,False,False
MD,4184,20339042.219543457,14.373067338678103,0.0,3.146657512638596e-05,small,False,False,False,False,False
MDU,4184,17238840.249814987,10.78200881643641,0.0,3.712546730090319e-05,small,False,False,False,False,False
MFP,40,38342646.36116028,94.34480977010564,0.025,1.6691596974597377e-05,small,False,False,True,True,True
MGEE,4184,3657761.1053466797,19.80577698731613,0.0,0.0001749704208578546,small,False,False,False,False,False
MGY,2299,26740145.52268982,0.0,0.03871248368856024,2.3934050749908624e-05,small,False,False,True,True,False
MHK,4184,81499696.98410034,10.864575426562503,0.0,7.852789932763268e-06,small,False,False,False,False,False
MHO,4184,7378874.876403809,20.694586544502098,0.0,8.673409032135702e-05,small,False,False,False,False,False
MIR,1508,12369561.16886139,16.13224366746635,0.0,5.173991148619799e-05,small,False,False,False,False,False
MKTX,4184,42136828.84063721,19.930657795840812,0.0,1.5188613324949057e-05,small,False,False,False,False,False
MLKN,4184,8723472.825050354,21.874877396922354,0.0,7.336527697572163e-05,small,False,False,False,False,False
MMI,3220,3920651.2649536133,16.402971537616246,0.0,0.0001632381858904179,small,False,False,False,False,False
MMSI,4184,11789057.664108276,24.08575475941908,0.0,5.428762995608009e-05,small,False,False,False,False,False
MPT,4184,21067656.493091583,15.019903094867681,0.0,3.037831949699133e-05,small,False,False,False,False,False
MRCY,4184,11485716.306304932,23.95841491822806,0.0,5.572138323220472e-05,small,False,False,False,False,False
MRP,388,35180994.923591614,31.943723670689522,0.0,1.8191640156567315e-05,small,False,False,False,True,True
MRTN,4184,2973017.849779129,21.912906290556215,0.0,0.00021526947779595295,small,False,False,False,False,False
MSEX,4184,1826248.2637405396,24.529070434577818,0.0,0.0003504452339295566,small,False,False,False,False,False
MSGS,2748,29088085.903167725,15.133939926853985,0.001091703056768559,2.2002135242948497e-05,small,False,False,False,False,False
MTCH,4184,79967962.43190765,18.277073633852652,0.0,8.003205040330458e-06,small,False,False,False,False,False
MTH,4184,22089053.27758789,16.63343900438956,0.0,2.8973627432433244e-05,small,False,False,False,False,False
MTRN,4184,4782703.3615112305,16.974202349869497,0.0,0.0001338155331042262,small,False,False,False,False,False
MTUS,3062,5495168.08795929,26.667468500660682,0.0,0.00011646595513653766,small,False,False,False,False,False
MTX,4184,8516817.922592163,11.888975345500594,0.0,7.514543645488792e-05,small,False,False,False,False,False
MWA,4184,8435086.216115952,13.864142631081103,0.0,7.587355761429272e-05,small,False,False,False,False,False
MXL,4129,10628909.507751465,23.88761730763244,0.0,6.021313847232023e-05,small,False,False,False,False,False
MYRG,4184,3636646.0901260376,23.721674395026596,0.0,0.0001759863302996908,small,False,False,False,False,False
NABL,1280,5435156.978797913,16.845186669399638,0.0,0.00011775188876725839,small,False,False,False,False,False
NATL,718,14081668.297481537,16.608848716389804,0.0,4.544916031820335e-05,small,False,False,False,True,True
NAVI,3105,17230121.74987793,16.66564929319684,0.0,3.7144252913043646e-05,small,False,False,False,False,False
NBHC,3499,3822345.5406188965,13.700375612825596,0.0,0.00016743645837324642,small,False,False,False,False,False
NBTB,4184,2696669.610309601,21.726898783626257,0.0,0.00023732977801701208,small,False,False,False,False,False
NE,1307,43027878.382873535,11.07199092860858,0.0,1.4874077552816091e-05,small,False,False,False,False,False
NEO,4184,5379156.895470619,26.231663430622813,0.0059751434034416824,0.00011897775291494017,small,False,False,False,False,False
NEOG,4184,10165050.33654499,25.464017668702198,0.0,6.296082939197035e-05,small,False,False,False,False,False
NGVT,2591,14671331.938934326,11.993727942482304,0.0,4.362248790115558e-05,small,False,False,False,False,False
NHC,4184,1490144.2016601562,22.543822577959926,0.0,0.00042948863558773826,small,False,False,False,False,False
NHI,4184,8014078.460884094,14.163995201465315,0.0,7.985946270975199e-05,small,False,False,False,False,False
NIC,3336,1477190.817642212,0.1229636463611878,0.08782973621103117,0.0004332547917008603,small,False,False,True,True,False
NMIH,3214,9292977.567577362,19.613054853084574,0.0,6.886920745756681e-05,small,False,False,False,False,False
NOG,4184,10994201.673049927,29.640388172465517,0.0,5.821250319328153e-05,small,False,False,False,False,False
NPK,4184,1573934.871673584,19.81237793104755,0.0,0.000406624194887734,small,False,False,False,False,False
NPO,4184,7286936.947631836,11.092850815379318,0.0,8.782839821442288e-05,small,False,False,False,False,False
NSIT,4184,8637045.003890991,22.259384505364274,0.0,7.409941707050037e-05,small,False,False,False,False,False
NSP,4184,11304035.01586914,16.27867023827765,0.0,5.661695130115376e-05,small,False,False,False,False,False
NSSC,4184,538057.9714298248,31.001183546649973,0.0014340344168260039,0.001189462909171806,small,True,True,False,True,False
NTCT,4184,10576026.285552979,22.01758371643225,0.0,6.051422176155616e-05,small,False,False,False,False,False
NTST,1513,9779711.385726929,21.071849644784418,0.0,6.544160402668454e-05,small,False,False,False,False,False
NWBI,4184,4505829.843378067,17.700025611256027,0.0,0.0001420382087753641,small,False,False,False,False,False
NWL,4184,43017244.2650795,11.124285959016992,0.0,1.4877754512962576e-05,small,False,False,False,False,False
NWN,4184,5180616.039848328,13.043120307525578,0.0,0.00012353743166396426,small,False,False,False,False,False
NX,4184,3461937.682199478,16.238623614753138,0.0,0.00018486756803588324,small,False,False,False,False,False
NXRT,2874,3411608.04977417,17.333953137885157,0.0,0.0001875948205839075,small,False,False,False,False,False
OFG,4184,4034066.115641594,18.61315215791776,0.0,0.00015864886237696474,small,False,False,False,False,False
OGN,1324,39474766.990470886,14.007312580706126,0.0,1.6212888606904113e-05,small,False,False,False,False,False
OI,4184,25140181.629562378,8.40443222064593,0.0,2.5457254423628467e-05,small,False,False,False,False,False
OII,4184,26623701.323127747,7.428479443245599,0.0,2.4038731212930123e-05,small,False,False,False,False,False
OMCL,4184,11655381.757450104,24.013234437666174,0.0,5.491025633638408e-05,small,False,False,False,False,False
OPLN,4184,20634795.880865097,14.31470875422773,0.0,3.101557212850746e-05,small,False,False,False,False,False
OSIS,4184,9773022.87979126,20.463905183631077,0.0,6.548639124987597e-05,small,False,False,False,False,False
OSW,2200,4856979.739022255,10.226406988591398,0.06363636363636363,0.00013176913110385686,small,False,False,True,True,False
OTTR,4184,2967812.040901184,20.509067987878755,0.0,0.00021564707979473738,small,False,False,False,False,False
OUT,3119,16931633.22031784,17.9672907394666,0.0,3.7799070631414605e-05,small,False,False,False,False,False
PAHC,3109,2772034.332847595,38.94161451966366,0.0,0.00023087737132842603,small,False,False,False,False,False
PARR,3510,4835195.969390869,18.967810902049166,0.018803418803418803,0.00013236278406325406,small,False,False,True,True,False
PAYC,3107,99659810.17913818,14.303252333359943,0.0,6.421846467995495e-06,small,False,False,False,False,False
PAYO,1468,15492350.793910027,23.848599270999152,0.0,4.131070929865473e-05,small,False,False,False,False,False
PATK,4184,6813715.251159668,23.802686109582353,0.005497131931166348,9.392819870056567e-05,small,False,False,False,False,False
PBH,4184,13006511.861801147,19.413519903689394,0.0,4.920612127219269e-05,small,False,False,False,False,False
PBI,4184,16173147.874903679,15.945059855373147,0.0,3.9571764566198375e-05,small,False,False,False,False,False
PCRX,3910,20549445.80078125,37.76196188543393,0.0,3.1144392223739116e-05,small,False,False,False,False,False
PDFS,4184,2261851.5553474426,25.40781694482801,0.0,0.00028295402431999554,small,False,False,False,False,False
PEB,4184,18892044.147634506,14.926697665200493,0.0,3.387669407283992e-05,small,False,False,False,False,False
PECO,1379,20341487.81147003,10.537050539711021,0.0630891950688905,3.1462792000844734e-05,small,False,False,True,True,False
PENG,2324,12335359.206581116,15.835507770264675,0.0,5.188336952997279e-05,small,False,False,False,False,False
PENN,4184,37701803.94003391,16.640031979669242,0.0,1.6975315054365655e-05,small,False,False,False,False,False
PFBC,4184,2160991.0327911377,21.2436501337148,0.0014340344168260039,0.000296160414498979,small,False,False,False,False,False
PFS,4184,2910551.6130924225,15.538607707487909,0.0,0.00021988958969877483,small,False,False,False,False,False
PGNY,1714,26717140.964508057,34.08958332677831,0.0,2.3954658952849685e-05,small,False,False,False,False,False
PHIN,791,20587857.667922974,15.818578762635548,0.0,3.108628446548645e-05,small,False,False,False,True,True
PI,2536,20930743.31550598,27.19502261435012,0.0,3.057703161100223e-05,small,False,False,False,False,False
PIPR,4184,5338709.265899658,10.376013533945121,0.0,0.0001198791633191042,small,False,False,False,False,False
PJT,2745,8905484.897613525,15.129693529902706,0.0,7.186582284491954e-05,small,False,False,False,False,False
PLAB,4184,4762033.520364761,23.467439233593318,0.0,0.00013439636601948518,small,False,False,False,False,False
